gene,chromosome,mean_expr,std_expr,corr_cis,pval_cis,corr_trans,pval_trans,cis_minus_trans,cnv_source,corr_with_cnv,pval,pval_adj,dosage_sensitive,dosage_compensated,strong_cis_effect
C1QB,chr1,1.4624925,1.709059,0.4582998785479518,0.0,-0.7101416275932678,0.0,1.1684415061412197,chromosome-specific,0.4582998785479518,0.0,0.0,True,False,True
C1QC,chr1,0.9367261,1.2681093,0.44215725044038573,4.348419484275892e-303,-0.6799744438074331,0.0,1.1221316942478188,chromosome-specific,0.44215725044038573,4.348419484275892e-303,2.977761426003095e-300,True,False,True
C1orf162,chr1,0.7623551,0.93919855,0.4421419177661895,4.588217593378854e-303,-0.6829808713974194,0.0,1.1251227891636089,chromosome-specific,0.4421419177661895,4.588217593378854e-303,3.016294245887259e-300,True,False,True
S100A10,chr1,1.9406224,1.1740158,0.4362782767433566,3.087026388938421e-294,-0.534828291799079,0.0,0.9711065685424356,chromosome-specific,0.4362782767433566,3.087026388938421e-294,1.951356873161652e-291,True,False,True
PHACTR1,chr6,0.45819575,0.7037153,0.43139014350979493,5.209427358006597e-287,-0.5117063766223358,0.0,0.9430965201321306,chromosome-specific,0.43139014350979493,5.209427358006597e-287,3.1709977269940157e-284,True,False,True
RNASET2,chr6,0.8870193,0.8499621,0.431127371857264,1.2645683060107748e-286,-0.47738961070435537,0.0,0.9085169825616194,chromosome-specific,0.431127371857264,1.2645683060107748e-286,7.422564324745386e-284,True,False,True
CD83,chr6,0.53489876,0.77652353,0.42502354465013137,8.973580678503558e-278,-0.3669144532476367,3.5848752982008614e-202,0.7919379978977681,chromosome-specific,0.42502354465013137,8.973580678503558e-278,4.9160266150402e-275,True,False,True
NCF2,chr1,0.43910468,0.6687936,0.4245396030412525,4.4353824070984174e-277,-0.6871515801416479,0.0,1.1116911831829004,chromosome-specific,0.4245396030412525,4.4353824070984174e-277,2.3514680600213704e-274,True,False,True
CTSS,chr1,1.3386246,1.1998584,0.42352857128413257,1.2389967122977006e-275,-0.6601645218840141,0.0,1.0836930931681468,chromosome-specific,0.42352857128413257,1.2389967122977006e-275,6.17057908079173e-273,True,False,True
S100A9,chr1,1.0664796,1.3044575,0.4052680324388134,2.3657720405317995e-250,-0.6249435135587238,0.0,1.0302115459975372,chromosome-specific,0.4052680324388134,2.3657720405317995e-250,1.1108989567468606e-247,True,False,True
MNDA,chr1,0.42435968,0.6724832,0.4049335870447891,6.6442302838021e-250,-0.5904908249707833,0.0,0.9954244120155724,chromosome-specific,0.4049335870447891,6.6442302838021e-250,3.0332756865079866e-247,True,False,True
GLUL,chr1,1.2106584,1.2461725,0.3971550918009027,1.284399827389319e-239,-0.5908234656672673,0.0,0.98797855746817,chromosome-specific,0.3971550918009027,1.284399827389319e-239,5.705165179227961e-237,True,False,True
SNX3,chr6,1.0543983,0.87447697,0.39450091985852864,3.5963370167272446e-236,-0.4970320111248512,0.0,0.8915329309833798,chromosome-specific,0.39450091985852864,3.5963370167272446e-236,1.5155333043567246e-233,True,False,True
FCGR2A,chr1,0.49218673,0.7148854,0.3938257141678611,2.677658326161637e-235,-0.6357266303830879,0.0,1.029552344550949,chromosome-specific,0.3938257141678611,2.677658326161637e-235,1.1001828647616625e-232,True,False,True
SGK1,chr6,0.46135166,0.71329916,0.39346440526830384,7.824864821689921e-235,-0.3750208758835761,8.015228695155491e-212,0.7684852811518799,chromosome-specific,0.39346440526830384,7.824864821689921e-235,3.1366256913286305e-232,True,False,True
FCGR3A,chr1,0.7422861,0.96392274,0.392658243244176,8.521308217562899e-234,-0.5351554208639053,0.0,0.9278136641080813,chromosome-specific,0.392658243244176,8.521308217562899e-234,3.33446906084872e-231,True,False,True
S100A6,chr1,2.6676197,1.1433737,0.3875527608839556,2.698133286581455e-227,-0.36067936255388255,6.1633393305996905e-195,0.7482321234378382,chromosome-specific,0.3875527608839556,2.698133286581455e-227,1.0312516410457258e-224,True,False,True
IFI6,chr1,0.53301406,0.7851657,0.38736224833270605,4.692501759722233e-227,-0.4787763416149001,0.0,0.8661385899476062,chromosome-specific,0.38736224833270605,4.692501759722233e-227,1.7527560550235202e-224,True,False,True
HLA-DOA,chr6,0.21570627,0.42191622,0.38487968714703347,6.147695738388282e-224,-0.33376462915337035,1.621855075368391e-165,0.7186443163004038,chromosome-specific,0.38487968714703347,6.147695738388282e-224,2.1964647708785093e-221,True,False,True
FCGR1A,chr1,0.32934743,0.5570211,0.38342707776562523,3.983122753699282e-222,-0.6106172507685428,0.0,0.994044328534168,chromosome-specific,0.38342707776562523,3.983122753699282e-222,1.363804634521827e-219,True,False,True
CCL4L2,chr17,0.4676141,0.9682031,0.38188107465826515,3.29692220479485e-220,0.11359064482759781,9.708556610899968e-20,0.2682904298306673,chromosome-specific,0.38188107465826515,3.29692220479485e-220,1.105814621138844e-217,True,False,True
TREM1,chr6,0.34027997,0.643464,0.378519702059372,4.490610602740826e-216,-0.6038572485303882,0.0,0.9823769505897603,chromosome-specific,0.378519702059372,4.490610602740826e-216,1.4760637051209095e-213,True,False,True
MGST3,chr1,0.81837124,0.8630818,0.37389908603437066,1.8029444687196695e-210,-0.5086212569097994,0.0,0.8825203429441701,chromosome-specific,0.37389908603437066,1.8029444687196695e-210,5.590828744039201e-208,True,False,True
CXCR4,chr2,1.6853021,1.5950367,0.372596384061645,6.597482994275566e-209,0.4707805895811571,0.0,-0.09818420551951207,chromosome-specific,0.372596384061645,6.597482994275566e-209,2.007956166868869e-206,True,False,False
YBX1,chr1,2.0588918,0.9837013,0.3673759224558486,1.0292863613602837e-202,-0.5226816963596621,0.0,0.8900576188155107,chromosome-specific,0.3673759224558486,1.0292863613602837e-202,3.0756947907193204e-200,True,False,True
MARCKS,chr6,0.42050403,0.78543323,0.3656663353893405,1.0369777000283522e-200,-0.3312698461659428,6.192592947432808e-163,0.6969361815552833,chromosome-specific,0.3656663353893405,1.0369777000283522e-200,3.0433443749939226e-198,True,False,True
PPT1,chr1,0.5880633,0.7089903,0.3614352174613932,8.342451041455774e-196,-0.5526166705360693,0.0,0.9140518879974625,chromosome-specific,0.3614352174613932,8.342451041455774e-196,2.4054067169530814e-193,True,False,True
RAB32,chr6,0.30496272,0.5323278,0.3561023212501372,9.97489483520167e-190,-0.3805482667291703,1.4560960830131345e-218,0.7366505879793075,chromosome-specific,0.3561023212501372,9.97489483520167e-190,2.7785999426532107e-187,True,False,True
IER3,chr6,0.63735235,1.0193934,0.3516538521509823,9.543535981786263e-185,-0.296751266413919,1.2517696401789343e-129,0.6484051185649014,chromosome-specific,0.3516538521509823,9.543535981786263e-185,2.6141335643442876e-182,True,False,True
DSE,chr6,0.19550171,0.40381694,0.3512154266077139,2.925882066149245e-184,-0.38708014289969783,1.064146114186382e-226,0.7382955695074117,chromosome-specific,0.3512154266077139,2.925882066149245e-184,7.883093730682433e-182,True,False,True
LAPTM5,chr1,1.7896551,1.0151585,0.3508679939240289,7.100235396133938e-184,-0.4381312586202469,5.231223240318915e-297,0.7889992525442757,chromosome-specific,0.3508679939240289,7.100235396133938e-184,1.882134979604214e-181,True,False,True
ATP6V0B,chr1,0.9357094,0.8710387,0.34789318063199376,1.3427204034278736e-180,-0.5564069521369458,0.0,0.9043001327689395,chromosome-specific,0.34789318063199376,1.3427204034278736e-180,3.502795211164619e-178,True,False,True
GZMB,chr14,0.51744264,1.1085432,0.3470561668295966,1.1054518594069394e-179,0.37861772701919916,3.407481120868615e-216,-0.031561560189602544,chromosome-specific,0.3470561668295966,1.1054518594069394e-179,2.838765829586414e-177,True,False,False
TUBB,chr6,0.8076237,0.8614441,0.34556427164656656,4.6609976807919837e-178,-0.42647236993007576,7.388577498859938e-280,0.7720366415766423,chromosome-specific,0.34556427164656656,4.6609976807919837e-178,1.1785153366740962e-175,True,False,True
ADAMTSL4,chr1,0.16600193,0.3646613,0.34532035345425927,8.576384186193811e-178,-0.5132303638395733,0.0,0.8585507172938326,chromosome-specific,0.34532035345425927,8.576384186193811e-178,2.1356496075772012e-175,True,False,True
ARHGAP18,chr6,0.5101528,0.67854494,0.3416362781336669,8.024004037521413e-174,-0.43910150250226077,1.8230694013177463e-298,0.7807377806359277,chromosome-specific,0.3416362781336669,8.024004037521413e-174,1.9682762142785735e-171,True,False,True
HLA-B,chr6,2.921554,0.8010095,0.3401241315512166,3.3020687341125225e-172,-0.11687792517320977,8.19689027016271e-21,0.4570020567244264,chromosome-specific,0.3401241315512166,3.3020687341125225e-172,7.95441492580862e-170,True,False,True
F13A1,chr6,0.19864057,0.5711343,0.3401195275746373,3.3395474893872516e-172,-0.23119578277273578,4.98408310416578e-78,0.5713153103473732,chromosome-specific,0.3401195275746373,3.3395474893872516e-172,7.95441492580862e-170,True,False,True
CNPY3,chr6,0.42496157,0.5883126,0.3366970869209697,1.3939752226283665e-168,-0.32745778217778565,4.903955387399341e-159,0.6641548690987553,chromosome-specific,0.3366970869209697,1.3939752226283665e-168,3.226758138577071e-166,True,False,True
GZMH,chr14,0.5056096,1.0417266,0.3317568387592289,1.9488419330155786e-163,0.4152556968407268,5.516295960034168e-264,-0.08349885808149787,chromosome-specific,0.3317568387592289,1.9488419330155786e-163,4.32827259042041e-161,True,False,False
STX7,chr6,0.24471177,0.43486735,0.3311938845084691,7.414934426245549e-163,-0.38728332646451913,5.900944517215629e-227,0.7184772109729882,chromosome-specific,0.3311938845084691,7.414934426245549e-163,1.6248592972712746e-160,True,False,True
LAMTOR2,chr1,0.58477443,0.67279214,0.33027798050297497,6.481329676726102e-162,-0.43825756848404696,3.38135472261899e-297,0.7685355489870219,chromosome-specific,0.33027798050297497,6.481329676726102e-162,1.4015875425920195e-159,True,False,True
TSC22D3,chrX,1.4349447,1.0844315,0.3298232787274917,1.8962618411251117e-161,0.3298232787274917,1.8962618411251117e-161,0.0,global,0.3298232787274917,1.8962618411251117e-161,4.0474108258300274e-159,True,False,False
PGD,chr1,0.3344986,0.52371204,0.3263016027550789,7.277040233235597e-158,-0.5208491155043053,0.0,0.8471507182593843,chromosome-specific,0.3263016027550789,7.277040233235597e-158,1.5333096952977824e-155,True,False,True
S100A8,chr1,0.48511732,0.9495244,0.3254650396472589,5.085642076389667e-157,-0.45281060000479906,1.40374e-319,0.778275639652058,chromosome-specific,0.3254650396472589,5.085642076389667e-157,1.0447815940683022e-154,True,False,True
EFHD2,chr1,0.47225982,0.63662183,0.32378996740649674,2.4493958446708477e-155,-0.4330951532713383,1.6195493764155567e-289,0.7568851206778351,chromosome-specific,0.32378996740649674,2.4493958446708477e-155,4.969854408292023e-153,True,False,True
RPL10,chrX,4.228952,0.5625079,0.323096554221781,1.2092224866461341e-154,0.323096554221781,1.2092224866461341e-154,0.0,global,0.323096554221781,1.2092224866461341e-154,2.4236062887840505e-152,True,False,False
RPS4X,chrX,3.206648,0.65739584,0.32284536955604604,2.1540311340351522e-154,0.32284536955604604,2.1540311340351522e-154,0.0,global,0.32284536955604604,2.1540311340351522e-154,4.265241167212979e-152,True,False,False
SOD2,chr6,0.8904331,1.0693706,0.32259707869328125,3.809546936183121e-154,-0.3592248720180779,2.847637174457821e-193,0.6818219507113592,chromosome-specific,0.32259707869328125,3.809546936183121e-154,7.453559987639237e-152,True,False,True
ARPC5,chr1,1.0548873,0.83933055,0.32121637981554485,8.986294385162938e-153,-0.41523216812471997,5.947190401545648e-264,0.7364485479402648,chromosome-specific,0.32121637981554485,8.986294385162938e-153,1.7375264496488573e-150,True,False,True
ZFP36L2,chr2,1.542222,1.2698632,0.32069838522393423,2.9289583479178883e-152,0.32886306295485424,1.8190701224162978e-160,-0.00816467773092,chromosome-specific,0.32069838522393423,2.9289583479178883e-152,5.597375633491918e-150,True,False,False
PRDX1,chr1,1.2685716,1.0000924,0.32050485905600024,4.55158116521211e-152,-0.428267851151072,1.8672836076448727e-282,0.7487727102070723,chromosome-specific,0.32050485905600024,4.55158116521211e-152,8.598303040259888e-150,True,False,True
S100A4,chr1,2.3050504,1.3864025,0.3199693851627864,1.538689385750341e-151,-0.16408182411407884,1.135742990940991e-39,0.48405120927686524,chromosome-specific,0.3199693851627864,1.538689385750341e-151,2.873677278955324e-149,True,False,True
TAGLN2,chr1,1.159875,0.92062175,0.3171709995688886,8.591045630038695e-149,-0.3535984803967296,6.49025092840166e-187,0.6707694799656182,chromosome-specific,0.3171709995688886,8.591045630038695e-149,1.5864475834796174e-146,True,False,True
SH3BGRL3,chr1,2.4177485,0.98093987,0.3166165220908011,2.984167888133168e-148,-0.2012559438078511,3.4523167916190102e-59,0.5178724658986522,chromosome-specific,0.3166165220908011,2.984167888133168e-148,5.449422137940957e-146,True,False,True
CREG1,chr1,0.59751505,0.81239027,0.3154587547503268,3.9835053768460165e-147,-0.519206517597947,0.0,0.8346652723482738,chromosome-specific,0.3154587547503268,3.9835053768460165e-147,7.11618596396351e-145,True,False,True
DDAH2,chr6,0.39686933,0.58382714,0.314640706184492,2.4685787326095666e-146,-0.3870550874932079,1.1443712696087912e-226,0.7016957936777,chromosome-specific,0.314640706184492,2.4685787326095666e-146,4.362482953810562e-144,True,False,True
CXCL2,chr4,0.6888098,1.0817446,0.31389851640127503,1.2852978844046082e-145,-0.26514905518336174,6.380487115786417e-103,0.5790475715846368,chromosome-specific,0.31389851640127503,1.2852978844046082e-145,2.2472202904457166e-143,True,False,True
RAB13,chr1,0.4280576,0.62719136,0.3118878866830658,1.0961506396823816e-143,-0.5238657834371739,0.0,0.8357536701202397,chromosome-specific,0.3118878866830658,1.0961506396823816e-143,1.8963406066505202e-141,True,False,True
QKI,chr6,0.3246249,0.5163092,0.3109614491308618,8.404134547024672e-143,-0.3778184683521867,3.225661537763969e-215,0.6887799174830485,chromosome-specific,0.3109614491308618,8.404134547024672e-143,1.438770325836984e-140,True,False,True
IFNGR1,chr6,0.34150076,0.53779966,0.31038848407197084,2.951226876626814e-142,-0.3308240558689011,1.7810834351067724e-162,0.6412125399408719,chromosome-specific,0.31038848407197084,2.951226876626814e-142,5.000351929624917e-140,True,False,True
CD8A,chr2,0.38600302,0.8687002,0.3102432087967823,4.0562346463944425e-142,0.3566142079927373,2.6338944561575223e-190,-0.046370999195955,chromosome-specific,0.3102432087967823,4.0562346463944425e-142,6.802471062601292e-140,True,False,False
ACAP1,chr17,0.5521139,0.862261,0.3098840986433033,8.896341505381154e-142,0.385041125062465,3.8620549015871456e-224,-0.07515702641916172,chromosome-specific,0.3098840986433033,8.896341505381154e-142,1.4621137264093926e-139,True,False,False
PTAFR,chr1,0.18791078,0.3827305,0.30590562305166424,4.9675954806522616e-138,-0.45669056424654975,0.0,0.762596187298214,chromosome-specific,0.30590562305166424,4.9675954806522616e-138,8.004159972992148e-136,True,False,True
PLA2G7,chr6,0.24592851,0.5870235,0.3014037451326774,7.343225637497723e-134,-0.3333055022095718,4.863816874171969e-165,0.6347092473422492,chromosome-specific,0.3014037451326774,7.343225637497723e-134,1.1717078966240298e-131,True,False,True
CAP1,chr1,1.0457661,0.82979107,0.3001127118196958,1.1169068140520789e-132,-0.30564153480392675,8.765992543923753e-138,0.6057542466236225,chromosome-specific,0.3001127118196958,1.1169068140520789e-132,1.7650349508601844e-130,True,False,True
CD7,chr17,0.5506976,0.96876246,0.2989460628591446,1.291347508337378e-131,0.3840519799351397,6.63823826698679e-223,-0.08510591707599507,chromosome-specific,0.2989460628591446,1.291347508337378e-131,2.0212663142404575e-129,True,False,False
GZMK,chr5,0.3373263,0.922765,0.29778133771625104,1.4702519549872566e-130,0.30171346914786856,3.8140502566924953e-134,-0.003932131431617525,chromosome-specific,0.29778133771625104,1.4702519549872566e-130,2.2373695259458854e-128,True,False,False
NQO2,chr6,0.2851945,0.48074657,0.29663209042294514,1.6028404813346007e-129,-0.4157346019798663,1.191865004682577e-264,0.7123666924028114,chromosome-specific,0.29663209042294514,1.6028404813346007e-129,2.416759936764602e-127,True,False,True
CYTIP,chr2,0.7550732,0.94862646,0.29576568412954407,9.635987058355058e-129,0.30162862163812915,4.564138521851925e-134,-0.0058629375085850755,chromosome-specific,0.29576568412954407,9.635987058355058e-129,1.4397040664005942e-126,True,False,False
SERPINB6,chr6,0.32060808,0.50592345,0.29481950548543867,6.784775226746537e-128,-0.3847918724836792,7.91562768281326e-224,0.6796113779691179,chromosome-specific,0.29481950548543867,6.784775226746537e-128,1.0045746022664804e-125,True,False,True
CD8B,chr2,0.27741462,0.72041756,0.29120743254050707,1.0910561868780351e-124,0.3072446635818613,2.764093980764021e-139,-0.01603723104135424,chromosome-specific,0.29120743254050707,1.0910561868780351e-124,1.586859153215974e-122,True,False,False
GNG5,chr1,1.0067483,0.82973135,0.2891033454470411,7.656838559318063e-123,-0.43020705726702946,2.8066293190982742e-285,0.7193104027140705,chromosome-specific,0.2891033454470411,7.656838559318063e-123,1.1038608923016874e-120,True,False,True
THEMIS2,chr1,0.3041265,0.5082226,0.288765840175205,1.509105668014772e-122,-0.4626385895309276,0.0,0.7514044297061326,chromosome-specific,0.288765840175205,1.509105668014772e-122,2.1567088394628504e-120,True,False,True
AKR1A1,chr1,0.5378286,0.6589259,0.2878277648855333,9.899386571564887e-122,-0.4594168963469074,0.0,0.7472446612324407,chromosome-specific,0.2878277648855333,9.899386571564887e-122,1.4025553302040426e-119,True,False,True
ITM2A,chrX,0.3361736,0.73170966,0.2874935339693565,1.9315465558159067e-121,0.2874935339693565,1.9315465558159067e-121,0.0,global,0.2874935339693565,1.9315465558159067e-121,2.7132450978490965e-119,True,False,False
TPM3,chr1,1.145335,0.8360829,0.28542663804155544,1.1811561879663087e-119,-0.2943935499031969,1.6295881783409721e-127,0.5798201879447523,chromosome-specific,0.28542663804155544,1.1811561879663087e-119,1.6451103346801936e-117,True,False,True
CD164,chr6,0.713137,0.7270324,0.2826123162177839,3.0227985490930208e-117,-0.3613488245729246,1.0487782776074813e-195,0.6439611407907084,chromosome-specific,0.2826123162177839,3.0227985490930208e-117,4.139974512861983e-115,True,False,True
AREG,chr4,0.41865355,0.89711404,0.28164019281235686,2.0217565915349832e-116,0.09905368105527797,2.329764576027985e-15,0.1825865117570789,chromosome-specific,0.28164019281235686,2.0217565915349832e-116,2.7460801307336736e-114,True,False,True
STMN1,chr1,0.405839,0.70584625,0.28150013207920344,2.6568353510196155e-116,-0.27957761074075105,1.11132138489773e-114,0.5610777428199545,chromosome-specific,0.28150013207920344,2.6568353510196155e-116,3.5791056552465066e-114,True,False,True
IL32,chr16,1.4107157,1.5869324,0.2805448112804065,1.7049559129418e-115,0.548295955224101,0.0,-0.26775114394369454,chromosome-specific,0.2805448112804065,1.7049559129418e-115,2.2781260511543482e-113,True,False,False
OGFRL1,chr6,0.15690929,0.36546072,0.27941757834355585,1.5143577888681008e-114,-0.30989461876324154,8.69412872634609e-142,0.5893121971067974,chromosome-specific,0.27941757834355585,1.5143577888681008e-114,1.9910776208037787e-112,True,False,True
DUSP2,chr2,0.85060847,1.1083529,0.27941331470649267,1.5268898268076315e-114,0.31964727144032373,3.1977281646549654e-151,-0.04023395673383107,chromosome-specific,0.27941331470649267,1.5268898268076315e-114,1.9916217701256683e-112,True,False,False
PHLDA3,chr1,0.1616035,0.38662395,0.2735379355376201,1.1369882470797894e-109,-0.4180899997334493,6.13272542529828e-268,0.6916279352710695,chromosome-specific,0.2735379355376201,1.1369882470797894e-109,1.4713702236816014e-107,True,False,True
FGR,chr1,0.23271146,0.4637044,0.27205818240128044,1.836029199369726e-108,-0.3862080936129044,1.3305083582644751e-225,0.6582662760141849,chromosome-specific,0.27205818240128044,1.836029199369726e-108,2.3211646070493423e-106,True,False,True
SFT2D1,chr6,0.5051524,0.61698,0.27133712959434425,7.076665794286958e-108,-0.3566093886838559,2.667153617524e-190,0.6279465182782001,chromosome-specific,0.27133712959434425,7.076665794286958e-108,8.878244452603523e-106,True,False,True
HMGN2,chr1,1.2745893,0.89743906,0.2702756286578925,5.118820564484594e-107,-0.2803447364471433,2.5141557391137004e-115,0.5506203651050359,chromosome-specific,0.2702756286578925,5.118820564484594e-107,6.278195222186888e-105,True,False,True
TUBA4A,chr2,0.3736096,0.7502697,0.2678345946917848,4.6837395618731584e-105,0.31666321678851933,2.687366005567003e-148,-0.04882862209673455,chromosome-specific,0.2678345946917848,4.6837395618731584e-105,5.702019236991508e-103,True,False,False
SH2D1A,chrX,0.2209491,0.588785,0.2640868970091771,4.3870021955482035e-102,0.2640868970091771,4.3870021955482035e-102,0.0,global,0.2640868970091771,4.3870021955482035e-102,5.262801538966038e-100,True,False,False
DERL3,chr22,0.039101206,0.26210764,0.26117730198015227,8.244228759066697e-100,0.09291342405148006,1.0934995426898885e-13,0.1682638779286722,chromosome-specific,0.26117730198015227,8.244228759066697e-100,9.747762565126703e-98,True,False,True
CDC42,chr1,1.1169248,0.8305515,0.26088245355733963,1.3963084680927964e-99,-0.25868427965731594,6.945300861701658e-98,0.5195667332146556,chromosome-specific,0.26088245355733963,1.3963084680927964e-99,1.6391664052217934e-97,True,False,True
SPI1,chr11,0.6319115,0.8429822,0.26053287879531034,2.6055744475740382e-99,-0.7481382496586951,0.0,1.0086711284540055,chromosome-specific,0.26053287879531034,2.6055744475740382e-99,3.015677186329529e-97,True,False,True
TMEM14C,chr6,0.49831164,0.61790895,0.2599934153451497,6.81046850277286e-99,-0.3497732500517742,1.1514801177978794e-182,0.6097666653969238,chromosome-specific,0.2599934153451497,6.81046850277286e-99,7.827276212802234e-97,True,False,True
GPSM3,chr6,0.93961793,0.829852,0.25940481159639645,1.937917878581732e-98,-0.18993991647154743,8.435315801773133e-53,0.4493447280679439,chromosome-specific,0.25940481159639645,1.937917878581732e-98,2.2117833565618587e-96,True,False,True
GNG2,chr14,0.27696487,0.6251088,0.2591788595896898,2.8931113430431903e-98,0.2495868283935353,4.90511481676226e-91,0.009592031196154482,chromosome-specific,0.2591788595896898,2.8931113430431903e-98,3.2791920636492986e-96,True,False,False
STX11,chr6,0.28253376,0.5110043,0.2589039705516165,4.708185891684837e-98,-0.3001381789457688,1.0586604423939146e-132,0.5590421494973853,chromosome-specific,0.2589039705516165,4.708185891684837e-98,5.29993391300276e-96,True,False,True
SERINC2,chr1,0.15069246,0.32944152,0.2573962840567083,6.733852398762577e-97,-0.3940242816488421,1.4844179881357415e-235,0.6514205657055504,chromosome-specific,0.2573962840567083,6.733852398762577e-97,7.52863021589544e-95,True,False,True
RRAGD,chr6,0.14298992,0.3113976,0.2564346849651097,3.640607972766805e-96,-0.39061521441191926,3.5128075670898455e-231,0.647049899377029,chromosome-specific,0.2564346849651097,3.640607972766805e-96,4.042796758947462e-94,True,False,True
CXCL8,chr4,0.63182503,1.1148981,0.25530916079108584,2.600562137266081e-95,-0.3541117391666818,1.728361798843276e-187,0.6094208999577677,chromosome-specific,0.25530916079108584,2.600562137266081e-95,2.868472397715976e-93,True,False,True
TNFAIP8L2,chr1,0.11820395,0.3037963,0.2546188966801312,8.642445934334491e-95,-0.3582742690872021,3.4494544479521045e-192,0.6128931657673333,chromosome-specific,0.2546188966801312,8.642445934334491e-95,9.469239928719158e-93,True,False,True
FAM89A,chr1,0.099993564,0.27632108,0.25298665998407227,1.4574836989739161e-93,-0.406859086429675,1.7115895088659636e-252,0.6598457464137473,chromosome-specific,0.25298665998407227,1.4574836989739161e-93,1.5863407014990935e-91,True,False,True
WFDC2,chr20,0.1713501,0.605267,0.25116248294404186,3.344188649954346e-92,0.1521937536412096,2.621788759200612e-34,0.09896872930283226,chromosome-specific,0.25116248294404186,3.344188649954346e-92,3.6159039777631366e-90,True,False,True
OPN3,chr1,0.13662018,0.3277255,0.25059410583047237,8.830396481242014e-92,-0.4252844556672478,3.787485753604334e-278,0.6758785614977202,chromosome-specific,0.25059410583047237,8.830396481242014e-92,9.485461841125e-90,True,False,True
SPOCD1,chr1,0.0720237,0.2580368,0.2503065121775283,1.441916942114805e-91,-0.36453400108141376,2.1671067384391947e-199,0.6148405132589421,chromosome-specific,0.2503065121775283,1.441916942114805e-91,1.538824996341352e-89,True,False,True
EREG,chr4,0.15562485,0.53148407,0.24799135337188008,7.298729945223875e-90,-0.232477894962621,6.710132299790968e-79,0.4804692483345011,chromosome-specific,0.24799135337188008,7.298729945223875e-90,7.64042207960219e-88,True,False,True
FUCA2,chr6,0.18996134,0.3742893,0.2474397734468021,1.847831351023242e-89,-0.33874081737065503,9.721756436323596e-171,0.5861805908174571,chromosome-specific,0.2474397734468021,1.847831351023242e-89,1.9220954591181634e-87,True,False,True
